"","Year","Product.line","Product.type","Product","Order.method.type","Retailer.country","Revenue","Planned.revenue","Product.cost","Quantity","Unit.cost","Unit.price","Gross.profit","Unit.sale.price"
"21614",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Telephone","Japan",4849.3,4999.56,1161.1,1366,0.85,3.66,3688.2,3.55
"21615",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Telephone","Korea",5200.75,5361.9,1245.25,1465,0.85,3.66,3955.5,3.55
"21616",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Telephone","China",6177.6,6441.6,1496,1760,0.85,3.66,4681.6,3.51
"21617",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Telephone","Singapore",18020.34,18790.44,4363.9,5134,0.85,3.66,13656.44,3.51
"21618",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Telephone","Australia",15658.04,19167.42,4451.45,5237,0.85,3.66,11206.59,3.312
"21619",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Telephone","Netherlands",17156.4,22091.76,5130.6,6036,0.85,3.66,12025.8,3.1
"21623",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Telephone","France",30530.29,36025.38,8366.55,9843,0.85,3.66,22163.74,3.36125
"21625",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Telephone","United Kingdom",9735.59,10017.42,2326.45,2737,0.85,3.66,7409.14,3.55
"21628",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Telephone","Austria",8856.53,9029.22,2096.95,2467,0.85,3.66,6759.58,3.59
"21630",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Telephone","Spain",4884.8,5036.16,1169.6,1376,0.85,3.66,3715.2,3.55
"21631",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Sales visit","United States",5458.05,5691.3,1321.75,1555,0.85,3.66,4136.3,3.51
"21632",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Sales visit","Canada",6510.71,6679.5,1551.25,1825,0.85,3.66,4959.46,3.57
"21633",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Sales visit","Mexico",38256.16,43524.72,10108.2,11892,0.85,3.66,28147.96,3.37625
"21636",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Sales visit","Korea",6188.13,6452.58,1498.55,1763,0.85,3.66,4689.58,3.51
"21637",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Sales visit","China",6395.22,6668.52,1548.7,1822,0.85,3.66,4846.52,3.51
"21639",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Sales visit","Australia",5194.73,5296.02,1229.95,1447,0.85,3.66,3964.78,3.59
"21640",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Sales visit","Netherlands",4906.1,5058.12,1174.7,1382,0.85,3.66,3731.4,3.55
"21643",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Sales visit","Denmark",2810.97,2865.78,665.55,783,0.85,3.66,2145.42,3.59
"21644",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Sales visit","France",10891.01,14698.56,3413.6,4016,0.85,3.66,7477.41,3.12666667
"21645",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Sales visit","Germany",9218.09,9439.14,2192.15,2579,0.85,3.66,7025.94,3.57666667
"21647",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Sales visit","Belgium",5851.7,5965.8,1385.5,1630,0.85,3.66,4466.2,3.59
"21648",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Sales visit","Switzerland",10720.61,13212.6,3068.5,3610,0.85,3.66,7652.11,3.2425
"21650",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Sales visit","Italy",13319.6,13732.32,3189.2,3752,0.85,3.66,10130.4,3.55
"21652",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Web","United States",163315.74,191615.64,44500.9,52354,0.85,3.66,118814.84,3.33757576
"21653",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Web","Canada",55540.38,60115.5,13961.25,16425,0.85,3.66,41579.13,3.493125
"21654",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Web","Mexico",18201.5,24580.56,5708.6,6716,0.85,3.66,12492.9,3.1
"21655",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Web","Brazil",40108.8,47188.38,10959.05,12893,0.85,3.66,29149.75,3.355
"21656",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Web","Japan",82332.31,98959.08,22982.3,27038,0.85,3.66,59350.01,3.31058824
"21657",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Web","Korea",56653.2,71692.08,16649.8,19588,0.85,3.66,40003.4,3.18875
"21658",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Web","China",91378.62,112819.5,26201.25,30825,0.85,3.66,65177.37,3.223
"21659",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Web","Singapore",54206.28,68950.74,16013.15,18839,0.85,3.66,38193.13,3.19375
"21660",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Web","Australia",15058.99,17974.26,4174.35,4911,0.85,3.66,10884.64,3.312
"21661",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Web","Netherlands",23767.2,28921.32,6716.7,7902,0.85,3.66,17050.5,3.28
"21662",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Web","Sweden",20988.96,24532.98,5697.55,6703,0.85,3.66,15291.41,3.35166667
"21663",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Web","Finland",62083.54,73441.56,17056.1,20066,0.85,3.66,45027.44,3.32166667
"21664",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Web","Denmark",16178.52,20675.34,4801.65,5649,0.85,3.66,11376.87,3.2225
"21665",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Web","France",34996.78,38700.84,8987.9,10574,0.85,3.66,26008.88,3.45636364
"21666",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Web","Germany",48396.51,62984.94,14627.65,17209,0.85,3.66,33768.86,3.14692308
"21667",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Web","United Kingdom",77304.99,92846.88,21562.8,25368,0.85,3.66,55742.19,3.292
"21668",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Web","Belgium",37477.7,45621.9,10595.25,12465,0.85,3.66,26882.45,3.304
"21669",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Web","Switzerland",16893.03,19679.82,4570.45,5377,0.85,3.66,12322.58,3.38571429
"21670",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Web","Austria",29409,35791.14,8312.15,9779,0.85,3.66,21096.85,3.28111111
"21671",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Web","Italy",41294.64,49014.72,11383.2,13392,0.85,3.66,29911.44,3.34571429
"21672",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Web","Spain",49666.95,60071.58,13951.05,16413,0.85,3.66,35715.9,3.276
"21675",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Special","Mexico",5246.9,5409.48,1256.3,1478,0.85,3.66,3990.6,3.55
"21678",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Special","Korea",12032.28,12546.48,2913.8,3428,0.85,3.66,9118.48,3.51
"21680",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Special","Singapore",6205.68,6470.88,1502.8,1768,0.85,3.66,4702.88,3.51
"21690",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Special","Switzerland",1771.45,1826.34,424.15,499,0.85,3.66,1347.3,3.55
"21694",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Mail","United States",6305.89,6566.04,1524.9,1794,0.85,3.66,4780.99,3.495
"21695",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Mail","Canada",10000.8,14230.08,3304.8,3888,0.85,3.66,6696,2.875
"21698",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Mail","Japan",8520,8784,2040,2400,0.85,3.66,6480,3.55
"21703",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Mail","Netherlands",2617.11,2668.14,619.65,729,0.85,3.66,1997.46,3.59
"21708",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Mail","Germany",5567.13,5779.14,1342.15,1579,0.85,3.66,4224.98,3.53
"21716",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","E-mail","Canada",15190.36,15620.88,3627.8,4268,0.85,3.66,11562.56,3.56
"21719",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","E-mail","Japan",19529.46,25367.46,5891.35,6931,0.85,3.66,13638.11,3.2225
"21725",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","E-mail","Sweden",3241.77,3304.98,767.55,903,0.85,3.66,2474.22,3.59
"21729",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","E-mail","Germany",19537.99,20265.42,4706.45,5537,0.85,3.66,14831.54,3.53
"21734",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","E-mail","Italy",13541.63,18925.86,4395.35,5171,0.85,3.66,9146.28,2.855
"21745",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Fax","Netherlands",8349.6,8608.32,1999.2,2352,0.85,3.66,6350.4,3.55
"21749",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Fax","France",9316.35,13267.5,3081.25,3625,0.85,3.66,6235.1,2.895
"21756",2005,"Camping Equipment","Cooking Gear","TrailChef Cup","Fax","Spain",2994.06,3052.44,708.9,834,0.85,3.66,2285.16,3.59
"21757",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Telephone","United States",519314.78,633013.32,395052.22,11524,33.92368421,54.93,124262.56,41.36842105
"21761",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Telephone","Japan",33378.09,34770.69,22136.01,633,34.97,54.93,11242.08,52.73
"21762",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Telephone","Korea",41709.43,76187.91,45541.27,1387,32.485,54.93,-3831.84,26.365
"21763",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Telephone","China",124705.95,150233.55,93878.6,2735,33.31333333,54.93,30827.35,34.97
"21765",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Telephone","Australia",84342.24,92886.63,58597.51,1691,33.976,54.93,25744.73,42.624
"21766",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Telephone","Netherlands",132413.01,150398.34,94599.79,2738,33.976,54.93,37813.22,42.294
"21767",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Telephone","Sweden",28526.93,29717.13,18918.77,541,34.97,54.93,9608.16,52.73
"21770",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Telephone","France",183190.81,238835.64,147770.39,4348,33.16272727,54.93,35420.42,33.45545455
"21772",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Telephone","United Kingdom",99703.91,110629.02,69798.39,2014,34.14166667,54.93,29905.52,44.03333333
"21774",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Telephone","Switzerland",18914.4,19500.15,12414.35,355,34.97,54.93,6500.05,53.28
"21775",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Telephone","Austria",155390.46,165723.81,105032.34,3017,34.34875,54.93,50358.12,46.55125
"21777",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Telephone","Spain",33008.98,34386.18,21891.22,626,34.97,54.93,11117.76,52.73
"21778",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Sales visit","United States",62339.49,65806.14,41894.06,1198,34.97,54.93,20445.43,52.455
"21780",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Sales visit","Mexico",253684.03,316341.87,196680.67,5759,33.86555556,54.93,57003.36,41.01222222
"21783",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Sales visit","Korea",79622.3,82944.3,52804.7,1510,34.97,54.93,26817.6,52.73
"21784",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Sales visit","China",65433.72,68882.22,43852.38,1254,34.97,54.93,21581.34,52.18
"21786",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Sales visit","Australia",82051.2,84592.2,53853.8,1540,34.97,54.93,28197.4,53.28
"21787",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Sales visit","Netherlands",29317.88,30541.08,19443.32,556,34.97,54.93,9874.56,52.73
"21790",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Sales visit","Denmark",27894.17,29057.97,18499.13,529,34.97,54.93,9395.04,52.73
"21791",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Sales visit","France",45820.8,47239.8,30074.2,860,34.97,54.93,15746.6,53.28
"21792",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Sales visit","Germany",66653.28,68717.43,43747.47,1251,34.97,54.93,22905.81,53.28
"21793",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Sales visit","United Kingdom",37069.19,38615.79,24583.91,703,34.97,54.93,12485.28,52.73
"21795",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Sales visit","Switzerland",0,5108.49,2790,93,30,54.93,-2790,0
"21796",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Sales visit","Austria",42677.28,62730.06,38240.97,1142,32.485,54.93,4436.31,26.64
"21797",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Sales visit","Italy",113580.42,118319.22,75325.38,2154,34.97,54.93,38255.04,52.73
"21799",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Web","United States",1049370.24,1208954.37,759461.26,22009,34.02972973,54.93,289908.98,42.67972973
"21800",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Web","Canada",492888.08,555946.53,349781.42,10121,34.29227273,54.93,143106.66,45.86454545
"21801",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Web","Mexico",176012.74,196978.98,124169.86,3586,34.14166667,54.93,51842.88,43.94166667
"21802",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Web","Brazil",287290.29,344905.47,215198.06,6279,33.976,54.93,72092.23,42.58733333
"21803",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Web","Japan",573491.48,673386.87,421823.72,12259,33.84045455,54.93,151667.76,40.74590909
"21804",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Web","Korea",440619,489371.37,309191.95,8909,34.06636364,54.93,131427.05,42.74272727
"21805",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Web","China",541629.1,632573.88,397018.9,11516,34.06636364,54.93,144610.2,42.74272727
"21806",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Web","Singapore",499905.27,588190.44,368698.53,10708,33.905,54.93,131206.74,41.15571429
"21807",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Web","Australia",85727.52,112057.2,69196.73,2040,33.31333333,54.93,16530.79,35.52
"21808",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Web","Netherlands",172690.75,219005.91,135886.75,3987,34.14166667,54.93,36804,43.94166667
"21809",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Web","Sweden",72800.41,106948.71,65228.84,1947,32.982,54.93,7571.57,31.858
"21810",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Web","Finland",437711.73,518594.13,324485.97,9441,33.976,54.93,113225.76,42.184
"21811",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Web","Denmark",153108.44,170063.28,107407.31,3096,34.26,54.93,45701.13,44.88285714
"21812",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Web","France",347518.59,385883.25,243318.41,7025,34.34875,54.93,104200.18,46.448125
"21813",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Web","Germany",227755.04,271354.2,169635.61,4940,33.7275,54.93,58119.43,39.63916667
"21814",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Web","United Kingdom",482779.25,583411.53,364105.5,10621,33.88956522,54.93,118673.75,41.33869565
"21815",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Web","Belgium",302231.7,346608.3,217604.15,6310,33.976,54.93,84627.55,42.47733333
"21816",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Web","Switzerland",172864.08,197308.56,123992.02,3592,34.14166667,54.93,48872.06,44.125
"21817",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Web","Austria",64575.36,66575.16,42383.64,1212,34.97,54.93,22191.72,53.28
"21818",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Web","Italy",203221.42,222686.22,140774.38,4054,34.14166667,54.93,62447.04,43.94166667
"21819",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Web","Spain",333747.7,393683.31,246445.25,7167,34.06636364,54.93,87302.45,43.19272727
"21837",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Special","Switzerland",14088.6,14831.1,9441.9,270,34.97,54.93,4646.7,52.18
"21841",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Mail","United States",34907.26,52458.15,31940.14,955,32.485,54.93,2967.12,26.365
"21842",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Mail","Canada",28948.77,30156.57,19198.53,549,34.97,54.93,9750.24,52.73
"21845",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Mail","Japan",30319.75,31584.75,20107.75,575,34.97,54.93,10212,52.73
"21850",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Mail","Netherlands",67705.32,83273.88,51861.48,1516,33.31333333,54.93,15843.84,35.15333333
"21855",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Mail","Germany",44365.38,46470.78,29584.62,846,34.97,54.93,14780.76,52.455
"21861",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Mail","Spain",41340.32,43065.12,27416.48,784,34.97,54.93,13923.84,52.73
"21863",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","E-mail","Canada",106593.24,111398.04,70919.16,2028,34.97,54.93,35674.08,52.5925
"21866",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","E-mail","Japan",168736,184290.15,116554,3355,34.14166667,54.93,52182,43.94166667
"21872",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","E-mail","Sweden",22697.28,23400.18,14897.22,426,34.97,54.93,7800.06,53.28
"21876",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","E-mail","Germany",241911.13,287174.04,179706.97,5228,33.82307692,54.93,62204.16,40.47692308
"21881",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","E-mail","Italy",68443.54,107882.52,65371.06,1964,32.485,54.93,3072.48,26.365
"21890",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Fax","Singapore",49777.12,51853.92,33011.68,944,34.97,54.93,16765.44,52.73
"21896",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Fax","France",23016.96,23729.76,15107.04,432,34.97,54.93,7909.92,53.28
"21902",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Fax","Italy",92962.99,96841.59,61652.11,1763,34.97,54.93,31310.88,52.73
"21903",2005,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Fax","Spain",28896.04,30101.64,19163.56,548,34.97,54.93,9732.48,52.73
"21904",2005,"Camping Equipment","Cooking Gear","TrailChef Deluxe Cook Set","Telephone","United States",300460.16,397332.36,229394.15,3063,67.625,129.72,71066.01,60.97
"21905",2005,"Camping Equipment","Cooking Gear","TrailChef Deluxe Cook Set","Telephone","Canada",36460.06,38786.28,23788.44,299,79.56,129.72,12671.62,121.94
"21908",2005,"Camping Equipment","Cooking Gear","TrailChef Deluxe Cook Set","Telephone","Japan",48654.06,51758.28,31744.44,399,79.56,129.72,16909.62,121.94
"21909",2005,"Camping Equipment","Cooking Gear","TrailChef Deluxe Cook Set","Telephone","Korea",133036.54,141524.52,86799.96,1091,79.56,129.72,46236.58,121.94
"21910",2005,"Camping Equipment","Cooking Gear","TrailChef Deluxe Cook Set","Telephone","China",73773.7,83928.84,50472.78,647,67.625,129.72,23300.92,60.97
"21911",2005,"Camping Equipment","Cooking Gear","TrailChef Deluxe Cook Set","Telephone","Singapore",55970.46,59541.48,36518.04,459,79.56,129.72,19452.42,121.94
"21912",2005,"Camping Equipment","Cooking Gear","TrailChef Deluxe Cook Set","Telephone","Australia",116330.76,131276.64,79130.26,1012,71.60333333,129.72,37200.5,81.29333333
